;accessionNumber;filingDate;reportDate;acceptanceDateTime;act;form;fileNumber;filmNumber;items;size;isXBRL;isInlineXBRL;primaryDocument;primaryDocDescription
164;0001564590-21-048937;2021-09-27;;2021-09-24T21:26:42.000Z;34;DEFA14A;001-34756;211278802;;43577;0;0;tsla-defa14a_20210924.htm;DEFA14A
165;0001771364-21-000012;2021-09-21;2021-09-17;2021-09-21T19:26:58.000Z;;4;;;;4593;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
166;0001214659-21-009522;2021-09-15;;2021-09-15T11:39:05.000Z;34;PX14A6G;001-34756;211254705;;64935;0;0;j913212px14a6g.htm;
167;0001771364-21-000011;2021-09-08;2021-09-05;2021-09-08T20:27:41.000Z;;4;;;;19481;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
168;0001771340-21-000010;2021-09-08;2021-09-05;2021-09-08T20:25:12.000Z;;4;;;;23730;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
169;0001790565-21-000013;2021-09-08;2021-09-05;2021-09-08T20:22:16.000Z;;4;;;;12368;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
170;0001771340-21-000009;2021-09-03;2021-09-01;2021-09-03T19:49:05.000Z;;4;;;;26443;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
171;0001790565-21-000012;2021-08-31;2021-08-27;2021-08-31T19:40:58.000Z;;4;;;;8579;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
172;0001564590-21-046390;2021-08-30;2021-08-27;2021-08-30T17:06:32.000Z;34;8-K;001-34756;211224357;1.01;158379;1;1;tsla-8k_20210827.htm;8-K
173;0001214659-21-009080;2021-08-30;;2021-08-30T10:19:33.000Z;34;PX14A6G;001-34756;211221528;;78066;0;0;d830210px14a6g.htm;
174;0001564590-21-045927;2021-08-26;;2021-08-26T16:08:07.000Z;34;DEFA14A;001-34756;211212421;;346840;0;0;tsla-defa14a_20210826.htm;DEFA14A
175;0001564590-21-045926;2021-08-26;2021-08-26;2021-08-26T16:04:32.000Z;34;DEF 14A;001-34756;211212387;;2343340;0;0;tsla-def14a_20210826.htm;DEF 14A
176;0001771364-21-000010;2021-08-19;2021-08-17;2021-08-19T20:07:13.000Z;;4;;;;4590;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
177;0001564590-21-044307;2021-08-13;2021-08-13;2021-08-13T16:09:15.000Z;34;PRE 14A;001-34756;211172169;;2338942;0;0;tsla-pre14a_20210813.htm;PRE 14A
178;0001790565-21-000011;2021-08-10;2021-08-06;2021-08-10T20:08:47.000Z;;4;;;;8810;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
179;0001771340-21-000008;2021-08-04;2021-08-02;2021-08-04T20:27:26.000Z;;4;;;;46600;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
180;0001790565-21-000010;2021-07-29;2021-07-27;2021-07-29T18:23:34.000Z;;4;;;;8579;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
181;0000950170-21-000524;2021-07-27;2021-06-30;2021-07-27T06:47:13.000Z;34;10-Q;001-34756;211115872;;17794646;1;1;tsla-20210630.htm;10-Q
182;0001564590-21-037953;2021-07-26;2021-07-26;2021-07-26T16:25:13.000Z;34;8-K;001-34756;211114443;2.02,9.01;16253046;1;1;tsla-8k_20210726.htm;8-K
183;0001771364-21-000009;2021-07-21;2021-07-19;2021-07-21T20:57:25.000Z;;4;;;;4590;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
184;0001771340-21-000007;2021-07-08;2021-07-06;2021-07-08T18:59:14.000Z;;4;;;;45228;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
185;0000950170-21-000423;2021-07-02;2021-07-02;2021-07-02T08:32:50.000Z;34;8-K;001-34756;211068087;2.02,7.01,9.01;175522;1;1;tsla-20210702.htm;8-K
186;0001790565-21-000009;2021-06-30;2021-06-28;2021-06-30T19:26:44.000Z;;4;;;;12500;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
187;0001771364-21-000008;2021-06-21;2021-06-17;2021-06-21T19:20:25.000Z;;4;;;;4590;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
188;0001771340-21-000006;2021-06-08;2021-06-05;2021-06-08T20:26:28.000Z;;4;;;;24030;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
189;0001790565-21-000008;2021-06-08;2021-06-05;2021-06-08T20:13:07.000Z;;4;;;;12888;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
190;0001771364-21-000007;2021-06-08;2021-06-05;2021-06-08T20:09:50.000Z;;4;;;;23712;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
191;0001564590-21-031976;2021-06-07;2021-06-03;2021-06-07T17:09:44.000Z;34;8-K;001-34756;211000319;5.02;159047;1;1;tsla-8k_20210603.htm;8-K
192;0001790565-21-000007;2021-06-01;2021-05-27;2021-06-01T19:08:34.000Z;;4;;;;8579;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
193;0001564590-21-030819;2021-05-28;;2021-05-28T16:26:11.000Z;34;SD;001-34756;21980629;;750170;0;0;tsla-sd.htm;SD
194;0001771364-21-000006;2021-05-19;2021-05-17;2021-05-19T19:08:49.000Z;;4;;;;4589;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
195;0001584518-21-000007;2021-05-12;2021-05-10;2021-05-12T19:19:04.000Z;;4;;;;56459;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
196;0001564590-21-022604;2021-04-30;2020-12-31;2021-04-30T17:09:45.000Z;34;10-K/A;001-34756;21879543;;2362675;1;1;tsla-10ka_20201231.htm;10-K/A
197;0001790565-21-000006;2021-04-29;2021-04-27;2021-04-29T20:20:24.000Z;;4;;;;8580;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
198;0001771340-21-000005;2021-04-28;2021-04-26;2021-04-28T21:41:35.000Z;;4;;;;37492;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
199;0000950170-21-000046;2021-04-28;2021-03-31;2021-04-27T20:02:05.000Z;34;10-Q;001-34756;21860969;;14151952;1;1;tsla-20210331.htm;10-Q
200;0001193125-21-134954;2021-04-27;;2021-04-27T21:19:51.000Z;;CORRESP;;;;23821;0;0;filename1.htm;
201;0001564590-21-020558;2021-04-26;2021-04-26;2021-04-26T16:53:31.000Z;34;8-K;001-34756;21854688;2.02,9.01;18933345;1;1;tsla-8k_20210426.htm;8-K
202;0001771364-21-000005;2021-04-21;2021-04-19;2021-04-21T20:23:48.000Z;;4;;;;4588;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
203;0000000000-21-004597;2021-04-15;;2021-04-15T18:30:10.000Z;;UPLOAD;;;;44206;0;0;filename1.pdf;
204;0001584518-21-000006;2021-04-14;2021-04-12;2021-04-14T19:13:28.000Z;;4;;;;35429;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
205;0001771340-21-000004;2021-04-07;2021-04-05;2021-04-07T20:04:10.000Z;;4;;;;46811;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
206;0001495158-21-000003;2021-04-05;2020-08-18;2021-04-05T20:06:09.000Z;;4;;;;10082;0;0;xslF345X03/primary_doc.xml;PRIMARY DOCUMENT
207;0001494731-21-000002;2021-04-05;2021-04-01;2021-04-05T19:51:21.000Z;;4;;;;53715;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
208;0001564590-21-017443;2021-04-02;2021-04-02;2021-04-02T08:38:07.000Z;34;8-K;001-34756;21800574;2.02,7.01,9.01;179313;1;1;tsla-8k_20210402.htm;8-K
209;0001790565-21-000005;2021-03-31;2021-03-29;2021-03-31T19:59:03.000Z;;4;;;;8580;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
210;0001771364-21-000004;2021-03-19;2021-03-17;2021-03-19T19:20:45.000Z;;4;;;;4589;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
211;0001564590-21-012981;2021-03-15;2021-03-15;2021-03-15T06:05:17.000Z;34;8-K;001-34756;21739670;8.01;158130;1;1;tsla-8k_20210315.htm;8-K
212;0001564590-21-012962;2021-03-15;2021-03-11;2021-03-12T20:11:19.000Z;34;8-K;001-34756;21739485;5.02;159558;1;1;tsla-8k_20210311.htm;8-K
213;0001584518-21-000005;2021-03-11;2021-03-10;2021-03-11T19:47:42.000Z;;4;;;;8634;0;0;xslF345X03/primary_doc.xml;PRIMARY DOCUMENT
214;0001584518-21-000004;2021-03-11;2021-03-10;2021-03-11T19:32:36.000Z;;4;;;;65017;0;0;xslF345X03/primary_doc.xml;PRIMARY DOCUMENT
215;0001771340-21-000003;2021-03-09;2021-03-05;2021-03-09T21:05:42.000Z;;4;;;;23724;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
216;0001790565-21-000004;2021-03-09;2021-03-05;2021-03-09T20:36:59.000Z;;4;;;;12362;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
217;0001584518-21-000003;2021-03-09;2021-03-05;2021-03-09T20:30:52.000Z;;4;;;;8863;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
218;0001771364-21-000003;2021-03-09;2021-03-05;2021-03-09T19:33:44.000Z;;4;;;;23188;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
219;0001790565-21-000003;2021-03-03;2021-03-01;2021-03-03T20:20:08.000Z;;4;;;;8580;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
220;0001771364-21-000002;2021-02-19;2021-02-17;2021-02-19T20:28:54.000Z;;4;;;;4589;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
221;0001104659-21-024148;2021-02-16;;2021-02-16T16:30:30.000Z;34;SC 13G/A;005-85943;21639215;;180301;0;0;tm215669d5_sc13g.htm;SCHEDULE 13G/A
222;0001104659-21-023576;2021-02-16;;2021-02-16T13:35:57.000Z;34;SC 13G/A;005-85943;21635713;;115626;0;0;tm216465d19_sc13ga.htm;SC 13G/A
223;0001422849-21-000072;2021-02-16;;2021-02-16T13:00:53.000Z;34;SC 13G/A;005-85943;21635287;;18133;0;0;SEC13G_Filing.htm;SEC SCHEDULE 13G
224;0001790565-21-000002;2021-02-12;2021-02-10;2021-02-12T21:10:33.000Z;;4;;;;8280;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
225;0001495158-21-000002;2021-02-12;2021-02-10;2021-02-12T19:55:53.000Z;;4;;;;55927;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
226;0001193125-21-041673;2021-02-12;;2021-02-12T16:31:16.000Z;34;SC 13G/A;005-85943;21628195;;41946;0;0;d86929dsc13ga.htm;SC 13G/A
227;0001494731-21-000001;2021-02-10;2021-02-09;2021-02-10T20:20:31.000Z;;4;;;;16204;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
228;0001495158-21-000001;2021-02-10;2021-02-08;2021-02-10T19:53:53.000Z;;4;;;;28777;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
229;0001104659-21-019218;2021-02-10;;2021-02-10T11:57:21.000Z;34;SC 13G;005-85943;21612104;;13816;0;0;tv01960-teslainc.htm;SCHEDULE 13G
230;0001564590-21-004599;2021-02-08;2020-12-31;2021-02-08T07:27:23.000Z;34;10-K;001-34756;21598537;;32860345;1;1;tsla-10k_20201231.htm;10-K
231;0000834237-21-007508;2021-02-05;;2021-02-05T08:03:26.000Z;34;SC 13G;005-85943;21593741;;13609;0;0;us88160r1014_020421.txt;
232;0001790565-21-000001;2021-01-28;2021-01-27;2021-01-28T21:15:33.000Z;;4;;;;10633;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
233;0001564590-21-002645;2021-01-27;2021-01-27;2021-01-27T17:11:12.000Z;34;8-K;001-34756;21560833;2.02,9.01;6556941;1;1;tsla-8k_20210127.htm;8-K
234;0001771364-21-000001;2021-01-21;2021-01-19;2021-01-21T20:43:49.000Z;;4;;;;4589;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
235;0001584518-21-000002;2021-01-14;2021-01-11;2021-01-14T19:30:04.000Z;;4;;;;62473;0;0;xslF345X03/primary_doc.xml;PRIMARY DOCUMENT
236;0001584518-21-000001;2021-01-14;2021-01-11;2021-01-14T18:14:38.000Z;;4;;;;7635;0;0;xslF345X03/primary_doc.xml;PRIMARY DOCUMENT
237;0001771340-21-000002;2021-01-08;2021-01-06;2021-01-08T21:56:40.000Z;;4;;;;48246;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
238;0001771340-21-000001;2021-01-05;2020-12-31;2021-01-05T20:49:56.000Z;;4;;;;25685;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
239;0001564590-21-000010;2021-01-04;2020-12-29;2021-01-04T06:07:40.000Z;34;8-K;001-34756;21500057;1.01;160467;1;1;tsla-8k_20201229.htm;8-K
240;0001564590-21-000008;2021-01-04;2021-01-02;2021-01-04T06:05:26.000Z;34;8-K;001-34756;21500041;2.02,7.01,9.01;188016;1;1;tsla-8k_20210102.htm;8-K
241;0001790565-20-000021;2020-12-30;2020-12-28;2020-12-30T20:58:09.000Z;;4;;;;8584;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
242;0001771364-20-000024;2020-12-21;2020-12-17;2020-12-21T21:12:55.000Z;;4;;;;4590;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
243;0001495158-20-000002;2020-12-18;2020-12-16;2020-12-18T20:58:16.000Z;;4;;;;5647;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
244;9999999997-20-005723;2020-12-16;;2020-12-16T09:51:44.000Z;34;CT ORDER;001-34756;201391452;20201216,20201216;121181;0;0;filename1.pdf;
245;0001584518-20-000015;2020-12-14;2020-12-10;2020-12-14T20:05:12.000Z;;4;;;;56801;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
246;0001564590-20-056725;2020-12-10;2020-12-09;2020-12-10T16:14:39.000Z;34;8-K;001-34756;201380722;8.01;158194;1;1;tsla-8k_20201209.htm;8-K
247;0001771340-20-000017;2020-12-09;2020-12-07;2020-12-09T21:36:41.000Z;;4;;;;34261;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
248;0001584518-20-000014;2020-12-08;2020-12-05;2020-12-08T21:40:56.000Z;;4;;;;8647;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
249;0001790565-20-000020;2020-12-08;2020-12-05;2020-12-08T20:57:54.000Z;;4;;;;12367;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
250;0001771340-20-000016;2020-12-08;2020-12-05;2020-12-08T20:30:13.000Z;;4;;;;23509;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
251;0001771364-20-000023;2020-12-08;2020-12-05;2020-12-08T19:53:24.000Z;;4;;;;23193;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
252;0001193125-20-312218;2020-12-08;;2020-12-08T06:38:23.000Z;33;424B5;333-231168;201374362;;279918;0;0;d25283d424b5.htm;424B5
253;0001193125-20-312194;2020-12-08;2020-12-08;2020-12-08T06:06:03.000Z;34;8-K;001-34756;201374322;1.01,8.01,9.01;410494;1;1;d60067d8k.htm;8-K
